,id,y,x0,x1,x2,x3,x4,x5,x6,x7
238,239,0,2,19.0,1,0,0,10.5,7,2
239,240,0,2,33.0,1,0,0,12.275,7,2
240,241,0,3,24.0,0,1,0,14.4542,7,0
241,242,1,3,24.0,0,1,0,15.5,7,1
242,243,0,2,29.0,1,0,0,10.5,7,2
243,244,0,3,22.0,1,0,0,7.125,7,2
244,245,0,3,30.0,1,0,0,7.225,7,0
245,246,0,1,44.0,1,2,0,90.0,2,1
246,247,0,3,25.0,0,0,0,7.775,7,2
247,248,1,2,24.0,0,0,2,14.5,7,2
248,249,1,1,37.0,1,1,1,52.5542,3,2
249,250,0,2,54.0,1,1,0,26.0,7,2
250,251,0,3,24.0,1,0,0,7.25,7,2
251,252,0,3,29.0,0,1,1,10.4625,6,2
252,253,0,1,62.0,1,0,0,26.55,2,2
253,254,0,3,30.0,1,1,0,16.1,7,2
254,255,0,3,41.0,0,0,2,20.2125,7,2
255,256,1,3,29.0,0,0,2,15.2458,7,0
256,257,1,1,24.0,0,0,0,79.2,7,0
257,258,1,1,30.0,0,0,0,86.5,1,2
258,259,1,1,35.0,0,0,0,512.3292,7,0
259,260,1,2,50.0,0,0,1,26.0,7,2
260,261,0,3,24.0,1,0,0,7.75,7,1
261,262,1,3,3.0,1,4,2,31.3875,7,2
262,263,0,1,52.0,1,1,1,79.65,4,2
263,264,0,1,40.0,1,0,0,0.0,1,2
264,265,0,3,24.0,0,0,0,7.75,7,1
265,266,0,2,36.0,1,0,0,10.5,7,2
266,267,0,3,16.0,1,4,1,39.6875,7,2
267,268,1,3,25.0,1,1,0,7.775,7,2
268,269,1,1,58.0,0,0,1,153.4625,2,2
269,270,1,1,35.0,0,0,0,135.6333,2,2
270,271,0,1,24.0,1,0,0,31.0,7,2
271,272,1,3,25.0,1,0,0,0.0,7,2
272,273,1,2,41.0,0,0,1,19.5,7,2
273,274,0,1,37.0,1,0,1,29.7,2,0
274,275,1,3,24.0,0,0,0,7.75,7,1
275,276,1,1,63.0,0,1,0,77.9583,3,2
276,277,0,3,45.0,0,0,0,7.75,7,2
277,278,0,2,24.0,1,0,0,0.0,7,2
278,279,0,3,7.0,1,4,1,29.125,7,1
279,280,1,3,35.0,0,1,1,20.25,7,2
280,281,0,3,65.0,1,0,0,7.75,7,1
281,282,0,3,28.0,1,0,0,7.8542,7,2
282,283,0,3,16.0,1,0,0,9.5,7,2
283,284,1,3,19.0,1,0,0,8.05,7,2
284,285,0,1,24.0,1,0,0,26.0,0,2
285,286,0,3,33.0,1,0,0,8.6625,7,0
286,287,1,3,30.0,1,0,0,9.5,7,2
287,288,0,3,22.0,1,0,0,7.8958,7,2
288,289,1,2,42.0,1,0,0,13.0,7,2
289,290,1,3,22.0,0,0,0,7.75,7,1
290,291,1,1,26.0,0,0,0,78.85,7,2
291,292,1,1,19.0,0,1,0,91.0792,1,0
292,293,0,2,36.0,1,0,0,12.875,3,0
293,294,0,3,24.0,0,0,0,8.85,7,2
294,295,0,3,24.0,1,0,0,7.8958,7,2
295,296,0,1,24.0,1,0,0,27.7208,7,0
296,297,0,3,23.5,1,0,0,7.2292,7,0
297,298,0,1,2.0,0,1,2,151.55,2,2
298,299,1,1,24.0,1,0,0,30.5,2,2
299,300,1,1,50.0,0,0,1,247.5208,1,0
300,301,1,3,24.0,0,0,0,7.75,7,1
301,302,1,3,24.0,1,2,0,23.25,7,1
302,303,0,3,19.0,1,0,0,0.0,7,2
303,304,1,2,24.0,0,0,0,12.35,4,1
304,305,0,3,24.0,1,0,0,8.05,7,2
305,306,1,1,0.92,1,1,2,151.55,2,2
306,307,1,1,24.0,0,0,0,110.8833,7,0
307,308,1,1,17.0,0,1,0,108.9,2,0
308,309,0,2,30.0,1,1,0,24.0,7,0
309,310,1,1,30.0,0,0,0,56.9292,4,0
310,311,1,1,24.0,0,0,0,83.1583,2,0
311,312,1,1,18.0,0,2,2,262.375,1,0
312,313,0,2,26.0,0,1,1,26.0,7,2
313,314,0,3,28.0,1,0,0,7.8958,7,2
314,315,0,2,43.0,1,1,1,26.25,7,2
315,316,1,3,26.0,0,0,0,7.8542,7,2
316,317,1,2,24.0,0,1,0,26.0,7,2
317,318,0,2,54.0,1,0,0,14.0,7,2
318,319,1,1,31.0,0,0,2,164.8667,2,2
319,320,1,1,40.0,0,1,1,134.5,4,0
320,321,0,3,22.0,1,0,0,7.25,7,2
321,322,0,3,27.0,1,0,0,7.8958,7,2
322,323,1,2,30.0,0,0,0,12.35,7,1
323,324,1,2,22.0,0,1,1,29.0,7,2
324,325,0,3,24.0,1,8,2,69.55,7,2
325,326,1,1,36.0,0,0,0,135.6333,2,0
326,327,0,3,61.0,1,0,0,6.2375,7,2
327,328,1,2,36.0,0,0,0,13.0,3,2
328,329,1,3,31.0,0,1,1,20.525,7,2
329,330,1,1,16.0,0,0,1,57.9792,1,0
330,331,1,3,24.0,0,2,0,23.25,7,1
331,332,0,1,45.5,1,0,0,28.5,2,2
332,333,0,1,38.0,1,0,1,153.4625,2,2
333,334,0,3,16.0,1,2,0,18.0,7,2
334,335,1,1,24.0,0,1,0,133.65,7,2
335,336,0,3,24.0,1,0,0,7.8958,7,2
336,337,0,1,29.0,1,1,0,66.6,2,2
337,338,1,1,41.0,0,0,0,134.5,4,0
338,339,1,3,45.0,1,0,0,8.05,7,2
339,340,0,1,45.0,1,0,0,35.5,8,2
340,341,1,2,2.0,1,1,1,26.0,5,2
341,342,1,1,24.0,0,3,2,263.0,2,2
342,343,0,2,28.0,1,0,0,13.0,7,2
343,344,0,2,25.0,1,0,0,13.0,7,2
344,345,0,2,36.0,1,0,0,13.0,7,2
345,346,1,2,24.0,0,0,0,13.0,5,2
346,347,1,2,40.0,0,0,0,13.0,7,2
347,348,1,3,24.0,0,1,0,16.1,7,2
348,349,1,3,3.0,1,1,1,15.9,7,2
349,350,0,3,42.0,1,0,0,8.6625,7,2
350,351,0,3,23.0,1,0,0,9.225,7,2
351,352,0,1,24.0,1,0,0,35.0,2,2
352,353,0,3,15.0,1,1,1,7.2292,7,0
353,354,0,3,25.0,1,1,0,17.8,7,2
354,355,0,3,24.0,1,0,0,7.225,7,0
355,356,0,3,28.0,1,0,0,9.5,7,2
356,357,1,1,22.0,0,0,1,55.0,4,2
357,358,0,2,38.0,0,0,0,13.0,7,2
358,359,1,3,24.0,0,0,0,7.8792,7,1
359,360,1,3,24.0,0,0,0,7.8792,7,1
360,361,0,3,40.0,1,1,4,27.9,7,2
361,362,0,2,29.0,1,1,0,27.7208,7,0
362,363,0,3,45.0,0,0,1,14.4542,7,0
363,364,0,3,35.0,1,0,0,7.05,7,2
364,365,0,3,24.0,1,1,0,15.5,7,1
365,366,0,3,30.0,1,0,0,7.25,7,2
366,367,1,1,60.0,0,1,0,75.25,3,0
367,368,1,3,24.0,0,0,0,7.2292,7,0
368,369,1,3,24.0,0,0,0,7.75,7,1
369,370,1,1,24.0,0,0,0,69.3,1,0
370,371,1,1,25.0,1,1,0,55.4417,4,0
371,372,0,3,18.0,1,1,0,6.4958,7,2
372,373,0,3,19.0,1,0,0,8.05,7,2
373,374,0,1,22.0,1,0,0,135.6333,7,0
374,375,0,3,3.0,0,3,1,21.075,7,2
375,376,1,1,24.0,0,1,0,82.1708,7,0
376,377,1,3,22.0,0,0,0,7.25,7,2
377,378,0,1,27.0,1,0,2,211.5,2,0
378,379,0,3,20.0,1,0,0,4.0125,7,0
379,380,0,3,19.0,1,0,0,7.775,7,2
380,381,1,1,42.0,0,0,0,227.525,7,0
381,382,1,3,1.0,0,0,2,15.7417,7,0
382,383,0,3,32.0,1,0,0,7.925,7,2
383,384,1,1,35.0,0,1,0,52.0,7,2
384,385,0,3,24.0,1,0,0,7.8958,7,2
385,386,0,2,18.0,1,0,0,73.5,7,2
386,387,0,3,1.0,1,5,2,46.9,7,2
387,388,1,2,36.0,0,0,0,13.0,7,2
388,389,0,3,24.0,1,0,0,7.7292,7,1
389,390,1,2,17.0,0,0,0,12.0,7,0
390,391,1,1,36.0,1,1,2,120.0,1,2
391,392,1,3,21.0,1,0,0,7.7958,7,2
392,393,0,3,28.0,1,2,0,7.925,7,2
393,394,1,1,23.0,0,1,0,113.275,3,0
394,395,1,3,24.0,0,0,2,16.7,6,2
395,396,0,3,22.0,1,0,0,7.7958,7,2
396,397,0,3,31.0,0,0,0,7.8542,7,2
397,398,0,2,46.0,1,0,0,26.0,7,2
398,399,0,2,23.0,1,0,0,10.5,7,2
399,400,1,2,28.0,0,0,0,12.65,7,2
400,401,1,3,39.0,1,0,0,7.925,7,2
401,402,0,3,26.0,1,0,0,8.05,7,2
402,403,0,3,21.0,0,1,0,9.825,7,2
403,404,0,3,28.0,1,1,0,15.85,7,2
404,405,0,3,20.0,0,0,0,8.6625,7,2
405,406,0,2,34.0,1,1,0,21.0,7,2
406,407,0,3,51.0,1,0,0,7.75,7,2
407,408,1,2,3.0,1,1,1,18.75,7,2
408,409,0,3,21.0,1,0,0,7.775,7,2
409,410,0,3,24.0,0,3,1,25.4667,7,2
410,411,0,3,24.0,1,0,0,7.8958,7,2
411,412,0,3,24.0,1,0,0,6.8583,7,1
412,413,1,1,33.0,0,1,0,90.0,2,1
413,414,0,2,24.0,1,0,0,0.0,7,2
414,415,1,3,44.0,1,0,0,7.925,7,2
415,416,0,3,24.0,0,0,0,8.05,7,2
416,417,1,2,34.0,0,1,1,32.5,7,2
417,418,1,2,18.0,0,0,2,13.0,7,2
418,419,0,2,30.0,1,0,0,13.0,7,2
419,420,0,3,10.0,0,0,2,24.15,7,2
420,421,0,3,24.0,1,0,0,7.8958,7,0
421,422,0,3,21.0,1,0,0,7.7333,7,1
422,423,0,3,29.0,1,0,0,7.875,7,2
423,424,0,3,28.0,0,1,1,14.4,7,2
424,425,0,3,18.0,1,1,1,20.2125,7,2
425,426,0,3,24.0,1,0,0,7.25,7,2
426,427,1,2,28.0,0,1,0,26.0,7,2
427,428,1,2,19.0,0,0,0,26.0,7,2
428,429,0,3,24.0,1,0,0,7.75,7,1
429,430,1,3,32.0,1,0,0,8.05,4,2
430,431,1,1,28.0,1,0,0,26.55,2,2
431,432,1,3,24.0,0,1,0,16.1,7,2
432,433,1,2,42.0,0,1,0,26.0,7,2
433,434,0,3,17.0,1,0,0,7.125,7,2
434,435,0,1,50.0,1,1,0,55.9,4,2
435,436,1,1,14.0,0,1,2,120.0,1,2
436,437,0,3,21.0,0,2,2,34.375,7,2
437,438,1,2,24.0,0,2,3,18.75,7,2
438,439,0,1,64.0,1,1,4,263.0,2,2
439,440,0,2,31.0,1,0,0,10.5,7,2
440,441,1,2,45.0,0,1,1,26.25,7,2
441,442,0,3,20.0,1,0,0,9.5,7,2
442,443,0,3,25.0,1,1,0,7.775,7,2
443,444,1,2,28.0,0,0,0,13.0,7,2
444,445,1,3,24.0,1,0,0,8.1125,7,2
445,446,1,1,4.0,1,0,2,81.8583,0,2
446,447,1,2,13.0,0,0,1,19.5,7,2
447,448,1,1,34.0,1,0,0,26.55,7,2
448,449,1,3,5.0,0,2,1,19.2583,7,0
449,450,1,1,52.0,1,0,0,30.5,2,2
450,451,0,2,36.0,1,1,2,27.75,7,2
451,452,0,3,24.0,1,1,0,19.9667,7,2
452,453,0,1,30.0,1,0,0,27.75,2,0
453,454,1,1,49.0,1,1,0,89.1042,2,0
454,455,0,3,24.0,1,0,0,8.05,7,2
455,456,1,3,29.0,1,0,0,7.8958,7,0
456,457,0,1,65.0,1,0,0,26.55,4,2
457,458,1,1,24.0,0,1,0,51.8625,3,2
458,459,1,2,50.0,0,0,0,10.5,7,2
459,460,0,3,24.0,1,0,0,7.75,7,1
460,461,1,1,48.0,1,0,0,26.55,4,2
461,462,0,3,34.0,1,0,0,8.05,7,2
462,463,0,1,47.0,1,0,0,38.5,4,2
463,464,0,2,48.0,1,0,0,13.0,7,2
464,465,0,3,24.0,1,0,0,8.05,7,2
465,466,0,3,38.0,1,0,0,7.05,7,2
466,467,0,2,24.0,1,0,0,0.0,7,2
467,468,0,1,56.0,1,0,0,26.55,7,2
468,469,0,3,24.0,1,0,0,7.725,7,1
469,470,1,3,0.75,0,2,1,19.2583,7,0
470,471,0,3,24.0,1,0,0,7.25,7,2
471,472,0,3,38.0,1,0,0,8.6625,7,2
472,473,1,2,33.0,0,1,2,27.75,7,2
473,474,1,2,23.0,0,0,0,13.7917,3,0
474,475,0,3,22.0,0,0,0,9.8375,7,2
475,476,0,1,24.0,1,0,0,52.0,0,2
476,477,0,2,34.0,1,1,0,21.0,7,2
477,478,0,3,29.0,1,1,0,7.0458,7,2
478,479,0,3,22.0,1,0,0,7.5208,7,2
479,480,1,3,2.0,0,0,1,12.2875,7,2
480,481,0,3,9.0,1,5,2,46.9,7,2
481,482,0,2,24.0,1,0,0,0.0,7,2
482,483,0,3,50.0,1,0,0,8.05,7,2
483,484,1,3,63.0,0,0,0,9.5875,7,2
484,485,1,1,25.0,1,1,0,91.0792,1,0
485,486,0,3,24.0,0,3,1,25.4667,7,2
486,487,1,1,35.0,0,1,0,90.0,2,2
487,488,0,1,58.0,1,0,0,29.7,1,0
488,489,0,3,30.0,1,0,0,8.05,7,2
489,490,1,3,9.0,1,1,1,15.9,7,2
490,491,0,3,24.0,1,1,0,19.9667,7,2
491,492,0,3,21.0,1,0,0,7.25,7,2
492,493,0,1,55.0,1,0,0,30.5,2,2
493,494,0,1,71.0,1,0,0,49.5042,7,0
494,495,0,3,21.0,1,0,0,8.05,7,2
495,496,0,3,24.0,1,0,0,14.4583,7,0
496,497,1,1,54.0,0,1,0,78.2667,3,0
497,498,0,3,24.0,1,0,0,15.1,7,2
498,499,0,1,25.0,0,1,2,151.55,2,2
499,500,0,3,24.0,1,0,0,7.7958,7,2
500,501,0,3,17.0,1,0,0,8.6625,7,2
501,502,0,3,21.0,0,0,0,7.75,7,1
502,503,0,3,24.0,0,0,0,7.6292,7,1
503,504,0,3,37.0,0,0,0,9.5875,7,2
504,505,1,1,16.0,0,0,0,86.5,1,2
505,506,0,1,18.0,1,1,0,108.9,2,0
506,507,1,2,33.0,0,0,2,26.0,7,2
507,508,1,1,24.0,1,0,0,26.55,7,2
508,509,0,3,28.0,1,0,0,22.525,7,2
509,510,1,3,26.0,1,0,0,56.4958,7,2
510,511,1,3,29.0,1,0,0,7.75,7,1
511,512,0,3,24.0,1,0,0,8.05,7,2
512,513,1,1,36.0,1,0,0,26.2875,4,2
513,514,1,1,54.0,0,1,0,59.4,7,0
514,515,0,3,24.0,1,0,0,7.4958,7,2
515,516,0,1,47.0,1,0,0,34.0208,3,2
516,517,1,2,34.0,0,0,0,10.5,5,2
517,518,0,3,24.0,1,0,0,24.15,7,1
518,519,1,2,36.0,0,1,0,26.0,7,2
519,520,0,3,32.0,1,0,0,7.8958,7,2
520,521,1,1,30.0,0,0,0,93.5,1,2
521,522,0,3,22.0,1,0,0,7.8958,7,2
522,523,0,3,24.0,1,0,0,7.225,7,0
523,524,1,1,44.0,0,0,1,57.9792,1,0
524,525,0,3,24.0,1,0,0,7.2292,7,0
525,526,0,3,40.5,1,0,0,7.75,7,1
526,527,1,2,50.0,0,0,0,10.5,7,2
527,528,0,1,24.0,1,0,0,221.7792,2,2
528,529,0,3,39.0,1,0,0,7.925,7,2
